boxofficeType,showRange,showRange_start,showRange_end,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,조회일,days_after_open,상영지속일수
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,6,6,0,OLD,20228640,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,162441529,1.8,-25654479,-13.6,3579760605,17049,-2906,-14.6,373832,491,632,2023-01-01,18,21
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,6,6,0,OLD,20228640,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,64552288,2.1,-97889241,-60.3,3644312893,7332,-9717,-57,381164,390,512,2023-01-02,19,21
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,6,6,0,OLD,20228640,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,63138250,2.4,-1414038,-2.2,3707451143,7146,-186,-2.5,388310,384,494,2023-01-03,20,21
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,1,1,0,OLD,20225061,아바타: 물의 길,2022-12-14,5546745851,63.2,-1027346873,-15.6,95843585053,429533,-85748,-16.6,7742682,2047,7148,2023-01-01,18,21
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,1,1,0,OLD,20225061,아바타: 물의 길,2022-12-14,1869536653,60.3,-3677209198,-66.3,97713121706,145308,-284225,-66.2,7887990,1992,6578,2023-01-02,19,21
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,1,1,0,OLD,20225061,아바타: 물의 길,2022-12-14,1475204233,55.9,-394332420,-21.1,99188325939,113903,-31405,-21.6,8001893,1991,6471,2023-01-03,20,21
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,2,2,0,OLD,20196478,영웅,2022-12-21,1908571119,21.7,-173788777,-8.3,16442796442,185254,-20082,-9.8,1672933,1099,3563,2023-01-01,11,21
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,2,2,0,OLD,20196478,영웅,2022-12-21,653536764,21.1,-1255034355,-65.8,17096333206,68901,-116353,-62.8,1741834,1036,3553,2023-01-02,12,21
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,2,2,0,OLD,20196478,영웅,2022-12-21,577090019,21.9,-76446745,-11.7,17673423225,61500,-7401,-10.7,1803334,1016,3556,2023-01-03,13,21
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,4,4,-2,OLD,20196478,영웅,2022-12-21,458092540,13.7,-118997479,-20.6,18131515765,48340,-13160,-21.4,1851674,858,2461,2023-01-04,14,21
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,2,2,2,OLD,20196478,영웅,2022-12-21,465448078,15.7,7355538,1.6,18596963843,49248,908,1.9,1900922,875,2548,2023-01-05,15,21
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,2,2,0,OLD,20196478,영웅,2022-12-21,623699982,16.2,158251904,34,19220663825,63372,14124,28.7,1964294,874,2672,2023-01-06,16,21
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,2,2,0,OLD,20196478,영웅,2022-12-21,1365196965,16.8,741496983,118.9,20585860790,133408,70036,110.5,2097702,924,2811,2023-01-07,17,21
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,2,2,0,OLD,20196478,영웅,2022-12-21,1278854920,17.3,-86342045,-6.3,21864715710,125892,-7516,-5.6,2223594,927,2746,2023-01-08,18,21
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,3,3,-1,OLD,20196478,영웅,2022-12-21,383346199,16.4,-895508721,-70,22248061909,39871,-86021,-68.3,2263465,796,2569,2023-01-09,19,21
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,3,3,0,OLD,20196478,영웅,2022-12-21,363405267,16.4,-19940932,-5.2,22611467176,37874,-1997,-5,2301339,823,2556,2023-01-10,20,21
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,8,8,0,OLD,20228829,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,65057205,0.7,-19939363,-23.5,1158912824,6787,-2349,-25.7,124810,338,402,2023-01-01,10,13
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,7,7,1,OLD,20228829,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,32596592,1.1,-32460613,-49.9,1191509416,3676,-3111,-45.8,128486,296,337,2023-01-02,11,13
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,7,7,0,OLD,20228829,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,33449932,1.3,853340,2.6,1224959348,3993,317,8.6,132479,296,337,2023-01-03,12,13
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,9,9,0,OLD,20227925,몬스터 신부: 101번째 프로포즈,2022-12-28,45186900,0.5,-14181400,-23.9,235671900,4614,-1694,-26.9,25652,211,276,2023-01-01,4,7
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,10,10,-1,OLD,20227925,몬스터 신부: 101번째 프로포즈,2022-12-28,14456900,0.5,-30730000,-68,250128800,1557,-3057,-66.3,27209,173,202,2023-01-02,5,7
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,10,10,0,OLD,20227925,몬스터 신부: 101번째 프로포즈,2022-12-28,17072700,0.6,2615800,18.1,267201500,2213,656,42.1,29422,193,225,2023-01-03,6,7
일별 박스오피스,20230101~20230101,2023-01-01,2023-01-01,4,4,-1,OLD,20210140,젠틀맨,2022-12-28,276398168,3.1,-122877982,-30.8,1697482823,26293,-13064,-33.2,178851,715,1620,2023-01-01,4,14
일별 박스오피스,20230102~20230102,2023-01-02,2023-01-02,5,5,-1,OLD,20210140,젠틀맨,2022-12-28,98087268,3.2,-178310900,-64.5,1795570091,10305,-15988,-60.8,189156,645,1566,2023-01-02,5,14
일별 박스오피스,20230103~20230103,2023-01-03,2023-01-03,4,4,1,OLD,20210140,젠틀맨,2022-12-28,89786306,3.4,-8300962,-8.5,1885356397,9628,-677,-6.6,198784,648,1539,2023-01-03,6,14
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,10,10,-6,OLD,20210140,젠틀맨,2022-12-28,18363687,0.5,-71422619,-79.5,1903720084,2039,-7589,-78.8,200823,215,270,2023-01-04,7,14
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,10,10,0,OLD,20210140,젠틀맨,2022-12-28,15712287,0.5,-2651400,-14.4,1919432371,1777,-262,-12.8,202600,224,274,2023-01-05,8,14
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,9,9,1,OLD,20210140,젠틀맨,2022-12-28,18858691,0.5,3146404,20,1938291062,2307,530,29.8,204907,212,262,2023-01-06,9,14
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,9,9,0,OLD,20210140,젠틀맨,2022-12-28,41808092,0.5,22949401,121.7,1980099154,4397,2090,90.6,209304,192,233,2023-01-07,10,14
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,9,9,0,OLD,20210140,젠틀맨,2022-12-28,41420477,0.6,-387615,-0.9,2021519631,4205,-192,-4.4,213509,192,229,2023-01-08,11,14
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,8,8,1,OLD,20210140,젠틀맨,2022-12-28,11220196,0.5,-30200281,-72.9,2032739827,1672,-2533,-60.2,215181,140,156,2023-01-09,12,14
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,10,10,-2,OLD,20210140,젠틀맨,2022-12-28,8530393,0.4,-2689803,-24,2041270220,1237,-435,-26,216418,140,164,2023-01-10,13,14
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,9,9,0,NEW,20228652,3000년의 기다림,2023-01-04,28365854,0.8,28365854,100,39707854,2896,2896,100,3664,165,225,2023-01-04,0,7
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,9,9,0,OLD,20228652,3000년의 기다림,2023-01-04,17426993,0.6,-10938861,-38.6,57134847,1888,-1008,-34.8,5552,176,237,2023-01-05,1,7
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,10,10,-1,OLD,20228652,3000년의 기다림,2023-01-04,18492589,0.5,1065596,6.1,75627436,1897,9,0.5,7449,161,220,2023-01-06,2,7
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,10,10,0,OLD,20228652,3000년의 기다림,2023-01-04,25685492,0.3,7192903,38.9,101312928,2389,492,25.9,9838,173,229,2023-01-07,3,7
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,10,10,0,OLD,20228652,3000년의 기다림,2023-01-04,20907554,0.3,-4777938,-18.6,122220482,2021,-368,-15.4,11859,168,215,2023-01-08,4,7
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,10,10,0,OLD,20228652,3000년의 기다림,2023-01-04,10004290,0.4,-10903264,-52.1,132224772,1082,-939,-46.5,12941,145,192,2023-01-09,5,7
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,8,8,2,OLD,20228652,3000년의 기다림,2023-01-04,15350788,0.7,5346498,53.4,147575560,2041,959,88.6,14982,143,204,2023-01-10,6,7
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,2,2,0,NEW,20228555,더 퍼스트 슬램덩크,2023-01-04,618630760,18.5,618630760,100,685498760,62090,62090,100,68735,809,2096,2023-01-04,0,21
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,3,3,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,418760478,14.1,-199870282,-32.3,1104259238,42069,-20021,-32.2,110804,809,2091,2023-01-05,1,21
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,620510519,16.1,201750041,48.2,1724769757,59472,17403,41.4,170276,843,2274,2023-01-06,2,21
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1370307256,16.8,749796737,120.8,3095077013,129238,69766,117.3,299514,1023,2673,2023-01-07,3,21
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1263213165,17,-107094091,-7.8,4358290178,120605,-8633,-6.7,420119,1022,2660,2023-01-08,4,21
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,2,2,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,436131578,18.6,-827081587,-65.5,4794421756,43229,-77376,-64.2,463348,940,2618,2023-01-09,5,21
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,388556090,17.5,-47575488,-10.9,5182977846,38514,-4715,-10.9,501862,953,2618,2023-01-10,6,21
일별 박스오피스,20230111~20230111,2023-01-11,2023-01-11,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,473923451,21.7,85367361,22,5656901297,47241,8727,22.7,549103,915,3052,2023-01-11,7,21
일별 박스오피스,20230112~20230112,2023-01-12,2023-01-12,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,407360080,20.1,-66563371,-14,6064261377,40576,-6665,-14.1,589679,940,3063,2023-01-12,8,21
일별 박스오피스,20230113~20230113,2023-01-13,2023-01-13,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,666718361,23.8,259358281,63.7,6730979738,63697,23121,57,653376,987,3256,2023-01-13,9,21
일별 박스오피스,20230114~20230114,2023-01-14,2023-01-14,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1608265970,25.4,941547609,141.2,8339245708,153322,89625,140.7,806698,1042,3503,2023-01-14,10,21
일별 박스오피스,20230115~20230115,2023-01-15,2023-01-15,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1328806649,23.8,-279459321,-17.4,9668052357,128236,-25086,-16.4,934934,1035,3417,2023-01-15,11,21
일별 박스오피스,20230116~20230116,2023-01-16,2023-01-16,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,405865573,23.4,-922941076,-69.5,10073917930,40257,-87979,-68.6,975191,953,3241,2023-01-16,12,21
일별 박스오피스,20230117~20230117,2023-01-17,2023-01-17,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,383031252,22.7,-22834321,-5.6,10456949182,38025,-2232,-5.5,1013216,960,3227,2023-01-17,13,21
일별 박스오피스,20230118~20230118,2023-01-18,2023-01-18,3,3,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,378419939,14.8,-4611313,-1.2,10835369121,37714,-311,-0.8,1050930,725,2047,2023-01-18,14,21
일별 박스오피스,20230119~20230119,2023-01-19,2023-01-19,2,2,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,347809385,16.4,-30610554,-8.1,11183178506,34504,-3210,-8.5,1085434,752,2111,2023-01-19,15,21
일별 박스오피스,20230120~20230120,2023-01-20,2023-01-20,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,761028245,22.6,413218860,118.8,11944206751,71885,37381,108.3,1157319,835,2374,2023-01-20,16,21
일별 박스오피스,20230121~20230121,2023-01-21,2023-01-21,2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1095050559,19,334022314,43.9,13039257310,102660,30775,42.8,1259979,1008,2835,2023-01-21,17,21
일별 박스오피스,20230122~20230122,2023-01-22,2023-01-22,3,3,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,995034655,14.2,-100015904,-9.1,14034291965,91380,-11280,-11,1351359,1026,2915,2023-01-22,18,21
일별 박스오피스,20230123~20230123,2023-01-23,2023-01-23,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1443805489,15.5,448770834,45.1,15478097454,136856,45476,49.8,1488215,1060,3027,2023-01-23,19,21
일별 박스오피스,20230124~20230124,2023-01-24,2023-01-24,3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1105106429,15.7,-338699060,-23.5,16583203883,105993,-30863,-22.6,1594208,1035,2884,2023-01-24,20,21
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,5,5,0,NEW,20215315,스위치,2023-01-04,289592589,8.7,289592589,100,627374455,30547,30547,100,64902,866,3090,2023-01-04,0,21
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,5,5,0,OLD,20215315,스위치,2023-01-04,231326420,7.8,-58266169,-20.1,858700875,24507,-6040,-19.8,89409,856,2971,2023-01-05,1,21
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,5,5,0,OLD,20215315,스위치,2023-01-04,273529199,7.1,42202779,18.2,1132230074,27877,3370,13.8,117286,872,3004,2023-01-06,2,21
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,5,5,0,OLD,20215315,스위치,2023-01-04,574826971,7.1,301297772,110.2,1707057045,56582,28705,103,173868,906,2912,2023-01-07,3,21
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,5,5,0,OLD,20215315,스위치,2023-01-04,520628516,7,-54198455,-9.4,2227685561,50992,-5590,-9.9,224860,912,2798,2023-01-08,4,21
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,5,5,0,OLD,20215315,스위치,2023-01-04,158312176,6.8,-362316340,-69.6,2385997737,16435,-34557,-67.8,241295,800,2461,2023-01-09,5,21
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,5,5,0,OLD,20215315,스위치,2023-01-04,176339877,7.9,18027701,11.4,2562337614,20109,3674,22.4,261404,831,2470,2023-01-10,6,21
일별 박스오피스,20230111~20230111,2023-01-11,2023-01-11,5,5,0,OLD,20215315,스위치,2023-01-04,131358252,6,-44981625,-25.5,2693695866,14695,-5414,-26.9,276099,748,2063,2023-01-11,7,21
일별 박스오피스,20230112~20230112,2023-01-12,2023-01-12,5,5,0,OLD,20215315,스위치,2023-01-04,108978552,5.4,-22379700,-17,2802674418,12008,-2687,-18.3,288107,726,1963,2023-01-12,8,21
일별 박스오피스,20230113~20230113,2023-01-13,2023-01-13,5,5,0,OLD,20215315,스위치,2023-01-04,134161437,4.8,25182885,23.1,2936835855,14587,2579,21.5,302694,738,2022,2023-01-13,9,21
일별 박스오피스,20230114~20230114,2023-01-14,2023-01-14,5,5,0,OLD,20215315,스위치,2023-01-04,276073942,4.4,141912505,105.8,3212909797,29376,14789,101.4,332070,733,2073,2023-01-14,10,21
일별 박스오피스,20230115~20230115,2023-01-15,2023-01-15,5,5,0,OLD,20215315,스위치,2023-01-04,242257572,4.3,-33816370,-12.2,3455167369,25863,-3513,-12,357933,714,1972,2023-01-15,11,21
일별 박스오피스,20230116~20230116,2023-01-16,2023-01-16,6,6,-1,OLD,20215315,스위치,2023-01-04,65156974,3.8,-177100598,-73.1,3520324343,7028,-18835,-72.8,364961,619,1551,2023-01-16,12,21
일별 박스오피스,20230117~20230117,2023-01-17,2023-01-17,6,6,0,OLD,20215315,스위치,2023-01-04,63074485,3.7,-2082489,-3.2,3583398828,6921,-107,-1.5,371882,621,1517,2023-01-17,13,21
일별 박스오피스,20230118~20230118,2023-01-18,2023-01-18,10,10,-4,OLD,20215315,스위치,2023-01-04,14700200,0.6,-48374285,-76.7,3598099028,1650,-5271,-76.2,373532,180,333,2023-01-18,14,21
일별 박스오피스,20230119~20230119,2023-01-19,2023-01-19,10,10,0,OLD,20215315,스위치,2023-01-04,19619899,0.9,4919699,33.5,3617718927,2501,851,51.6,376033,185,342,2023-01-19,15,21
일별 박스오피스,20230120~20230120,2023-01-20,2023-01-20,10,10,0,OLD,20215315,스위치,2023-01-04,29515395,0.9,9895496,50.4,3647234322,3830,1329,53.1,379863,200,391,2023-01-20,16,21
일별 박스오피스,20230121~20230121,2023-01-21,2023-01-21,9,9,1,OLD,20215315,스위치,2023-01-04,56443595,1,26928200,91.2,3703677917,6928,3098,80.9,386791,201,405,2023-01-21,17,21
일별 박스오피스,20230122~20230122,2023-01-22,2023-01-22,7,7,2,OLD,20215315,스위치,2023-01-04,86460395,1.2,30016800,53.2,3790138312,9740,2812,40.6,396531,203,422,2023-01-22,18,21
일별 박스오피스,20230123~20230123,2023-01-23,2023-01-23,9,9,-2,OLD,20215315,스위치,2023-01-04,92546893,1,6086498,7,3882685205,10675,935,9.6,407206,206,409,2023-01-23,19,21
일별 박스오피스,20230124~20230124,2023-01-24,2023-01-24,10,10,-1,OLD,20215315,스위치,2023-01-04,53808291,0.8,-38738602,-41.9,3936493496,5913,-4762,-44.6,413119,198,383,2023-01-24,20,21
일별 박스오피스,20230104~20230104,2023-01-04,2023-01-04,3,3,5,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,447599582,13.4,420527582,1553.4,534727582,49520,46512,1546.3,58717,783,2340,2023-01-04,0,21
일별 박스오피스,20230105~20230105,2023-01-05,2023-01-05,4,4,-1,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,346066147,11.6,-101533435,-22.7,880793729,38467,-11053,-22.3,97184,793,2297,2023-01-05,1,21
일별 박스오피스,20230106~20230106,2023-01-06,2023-01-06,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,382077217,9.9,36011070,10.4,1262870946,41017,2550,6.6,138201,804,2347,2023-01-06,2,21
일별 박스오피스,20230107~20230107,2023-01-07,2023-01-07,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,888433225,10.9,506356008,132.5,2151304171,91168,50151,122.3,229369,922,2677,2023-01-07,3,21
일별 박스오피스,20230108~20230108,2023-01-08,2023-01-08,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,843131365,11.4,-45301860,-5.1,2994435536,86726,-4442,-4.9,316095,924,2611,2023-01-08,4,21
일별 박스오피스,20230109~20230109,2023-01-09,2023-01-09,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,193221924,8.3,-649909441,-77.1,3187657460,21071,-65655,-75.7,337166,764,2131,2023-01-09,5,21
일별 박스오피스,20230110~20230110,2023-01-10,2023-01-10,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,202416907,9.1,9194983,4.8,3390074367,22556,1485,7,359722,785,2112,2023-01-10,6,21
일별 박스오피스,20230111~20230111,2023-01-11,2023-01-11,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,174001468,8,-28415439,-14,3564075835,19414,-3142,-13.9,379136,715,1856,2023-01-11,7,21
일별 박스오피스,20230112~20230112,2023-01-12,2023-01-12,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,178725111,8.8,4723643,2.7,3742800946,20037,623,3.2,399173,734,1856,2023-01-12,8,21
일별 박스오피스,20230113~20230113,2023-01-13,2023-01-13,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,208804929,7.5,30079818,16.8,3951605875,22563,2526,12.6,421736,752,1845,2023-01-13,9,21
일별 박스오피스,20230114~20230114,2023-01-14,2023-01-14,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,595657570,9.4,386852641,185.3,4547263445,61320,38757,171.8,483056,814,2050,2023-01-14,10,21
일별 박스오피스,20230115~20230115,2023-01-15,2023-01-15,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,558153592,10,-37503978,-6.3,5105417037,57323,-3997,-6.5,540379,814,2024,2023-01-15,11,21
일별 박스오피스,20230116~20230116,2023-01-16,2023-01-16,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,128690185,7.4,-429463407,-76.9,5234107222,14271,-43052,-75.1,554650,667,1598,2023-01-16,12,21
일별 박스오피스,20230117~20230117,2023-01-17,2023-01-17,4,4,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,141579177,8.4,12888992,10,5375686399,15993,1722,12.1,570643,688,1673,2023-01-17,13,21
일별 박스오피스,20230118~20230118,2023-01-18,2023-01-18,6,6,-2,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,67207091,2.6,-74372086,-52.5,5442893490,7838,-8155,-51,578481,416,532,2023-01-18,14,21
일별 박스오피스,20230119~20230119,2023-01-19,2023-01-19,6,6,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,67282636,3.2,75545,0.1,5510176126,7787,-51,-0.7,586268,425,555,2023-01-19,15,21
일별 박스오피스,20230120~20230120,2023-01-20,2023-01-20,6,6,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,82613848,2.4,15331212,22.8,5592789974,8913,1126,14.5,595181,458,599,2023-01-20,16,21
일별 박스오피스,20230121~20230121,2023-01-21,2023-01-21,6,6,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,195712698,3.4,113098850,136.9,5788502672,19840,10927,122.6,615021,641,877,2023-01-21,17,21
일별 박스오피스,20230122~20230122,2023-01-22,2023-01-22,6,6,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,180275625,2.6,-15437073,-7.9,5968778297,17610,-2230,-11.2,632631,614,828,2023-01-22,18,21
일별 박스오피스,20230123~20230123,2023-01-23,2023-01-23,6,6,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,331241711,3.5,150966086,83.7,6300020008,33109,15499,88,665740,643,884,2023-01-23,19,21
일별 박스오피스,20230124~20230124,2023-01-24,2023-01-24,6,6,0,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,340290323,4.8,9048612,2.7,6640310331,34229,1120,3.4,699969,644,880,2023-01-24,20,21
일별 박스오피스,20230114~20230114,2023-01-14,2023-01-14,10,10,2,OLD,20228644,문맨,2023-01-11,10824019,0.2,4302121,66,37981916,1598,884,123.8,4614,101,120,2023-01-14,3,4
일별 박스오피스,20230111~20230111,2023-01-11,2023-01-11,10,10,9,OLD,20224723,시간을 꿈꾸는 소녀,2023-01-11,9880600,0.5,7330600,287.5,22987600,1143,888,348.2,2571,77,100,2023-01-11,0,7
일별 박스오피스,20230117~20230117,2023-01-17,2023-01-17,10,10,2,OLD,20224723,시간을 꿈꾸는 소녀,2023-01-11,5392699,0.3,2879700,114.6,59882395,708,383,117.8,7328,60,76,2023-01-17,6,7
일별 박스오피스,20230111~20230111,2023-01-11,2023-01-11,9,9,0,NEW,20228255,프린스 챠밍,2023-01-11,9671000,0.4,9671000,100,12835000,1324,1324,100,1776,146,175,2023-01-11,0,7
일별 박스오피스,20230112~20230112,2023-01-12,2023-01-12,9,9,0,OLD,20228255,프린스 챠밍,2023-01-11,9432100,0.5,-238900,-2.5,22267100,1202,-122,-9.2,2978,140,166,2023-01-12,1,7
일별 박스오피스,20230113~20230113,2023-01-13,2023-01-13,9,9,0,OLD,20228255,프린스 챠밍,2023-01-11,9749300,0.3,317200,3.4,32016400,1170,-32,-2.7,4148,142,171,2023-01-13,2,7
일별 박스오피스,20230114~20230114,2023-01-14,2023-01-14,9,9,0,OLD,20228255,프린스 챠밍,2023-01-11,29383900,0.5,19634600,201.4,61400300,3117,1947,166.4,7265,181,244,2023-01-14,3,7
일별 박스오피스,20230115~20230115,2023-01-15,2023-01-15,9,9,0,OLD,20228255,프린스 챠밍,2023-01-11,27846000,0.5,-1537900,-5.2,89246300,2938,-179,-5.7,10203,177,236,2023-01-15,4,7
일별 박스오피스,20230116~20230116,2023-01-16,2023-01-16,10,10,-1,OLD,20228255,프린스 챠밍,2023-01-11,4567900,0.3,-23278100,-83.6,93814200,544,-2394,-81.5,10747,107,130,2023-01-16,5,7
일별 박스오피스,20230117~20230117,2023-01-17,2023-01-17,8,8,2,OLD,20228255,프린스 챠밍,2023-01-11,10405900,0.6,5838000,127.8,104220100,1688,1144,210.3,12435,147,178,2023-01-17,6,7
일별 박스오피스,20230118~20230118,2023-01-18,2023-01-18,1,1,0,NEW,20190808,교섭,2023-01-18,998963192,39,998963192,100,1016972192,104795,104795,100,106471,1289,5986,2023-01-18,0,21
일별 박스오피스,20230119~20230119,2023-01-19,2023-01-19,1,1,0,OLD,20190808,교섭,2023-01-18,650786476,30.7,-348176716,-34.9,1667758668,67513,-37282,-35.6,173984,1279,5821,2023-01-19,1,21
일별 박스오피스,20230120~20230120,2023-01-20,2023-01-20,1,1,0,OLD,20190808,교섭,2023-01-18,937772286,27.8,286985810,44.1,2605530954,91472,23959,35.5,265456,1281,6064,2023-01-20,2,21
일별 박스오피스,20230121~20230121,2023-01-21,2023-01-21,1,1,0,OLD,20190808,교섭,2023-01-18,1705050218,29.6,767277932,81.8,4310581172,163179,71707,78.4,428635,1281,5864,2023-01-21,3,21
일별 박스오피스,20230122~20230122,2023-01-22,2023-01-22,1,1,0,OLD,20190808,교섭,2023-01-18,2472624642,35.3,767574424,45,6783205814,232034,68855,42.2,660669,1266,5738,2023-01-22,4,21
일별 박스오피스,20230123~20230123,2023-01-23,2023-01-23,1,1,0,OLD,20190808,교섭,2023-01-18,2983628465,32,511003823,20.7,9766834279,286895,54861,23.6,947564,1263,5746,2023-01-23,5,21
일별 박스오피스,20230124~20230124,2023-01-24,2023-01-24,1,1,0,OLD,20190808,교섭,2023-01-18,1973468456,28.1,-1010160009,-33.9,11740302735,190290,-96605,-33.7,1137854,1231,5390,2023-01-24,6,21
일별 박스오피스,20230125~20230125,2023-01-25,2023-01-25,1,1,0,OLD,20190808,교섭,2023-01-18,503863015,19.2,-1469605441,-74.5,12244165750,59948,-130342,-68.5,1197802,937,3878,2023-01-25,7,21
일별 박스오피스,20230126~20230126,2023-01-26,2023-01-26,1,1,0,OLD,20190808,교섭,2023-01-18,355871586,18.8,-147991429,-29.4,12600037336,36617,-23331,-38.9,1234419,945,3702,2023-01-26,8,21
