boxofficeType,showRange,showRange_start,showRange_end,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,조회일,days_after_open,상영지속일수
일별 박스오피스,20230309~20230309,2023-03-09,2023-03-09,7,7,-1,OLD,20230200,똑똑똑,2023-03-08,32555643,2.1,-31163994,-48.9,102411280,3457,-3256,-48.5,10692,420,951,2023-03-09,1,8
일별 박스오피스,20230310~20230310,2023-03-10,2023-03-10,9,9,-2,OLD,20230200,똑똑똑,2023-03-08,29963289,1.4,-2592354,-8,132374569,3005,-452,-13.1,13697,411,854,2023-03-10,2,8
일별 박스오피스,20230311~20230311,2023-03-11,2023-03-11,10,10,-1,OLD,20230200,똑똑똑,2023-03-08,43867168,0.8,13903879,46.4,176241737,4267,1262,42,17964,457,913,2023-03-11,3,8
일별 박스오피스,20230312~20230312,2023-03-12,2023-03-12,10,10,0,OLD,20230200,똑똑똑,2023-03-08,38634690,0.8,-5232478,-11.9,214876427,3722,-545,-12.8,21686,435,804,2023-03-12,4,8
일별 박스오피스,20230313~20230313,2023-03-13,2023-03-13,9,9,1,OLD,20230200,똑똑똑,2023-03-08,12527689,1,-26107001,-67.6,227404116,1322,-2400,-64.5,23008,344,551,2023-03-13,5,8
일별 박스오피스,20230315~20230315,2023-03-15,2023-03-15,10,10,1,OLD,20230200,똑똑똑,2023-03-08,8261100,0.5,-9415809,-53.3,253342125,1452,-612,-29.7,26524,47,56,2023-03-15,7,8
일별 박스오피스,20230308~20230308,2023-03-08,2023-03-08,1,1,12,OLD,20226270,스즈메의 문단속,2023-03-08,1475390327,57.4,1464256727,13151.7,2233611277,143507,142632,16300.8,203067,1268,5072,2023-03-08,0,21
일별 박스오피스,20230309~20230309,2023-03-09,2023-03-09,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,796928233,50.5,-678462094,-46,3030539510,75182,-68325,-47.6,278249,1270,4980,2023-03-09,1,21
일별 박스오피스,20230310~20230310,2023-03-10,2023-03-10,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,1280606792,58,483678559,60.7,4311146302,116272,41090,54.7,394521,1330,5438,2023-03-10,2,21
일별 박스오피스,20230311~20230311,2023-03-11,2023-03-11,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,3278481617,60.4,1997874825,156,7589627919,305340,189068,162.6,699861,1480,6323,2023-03-11,3,21
일별 박스오피스,20230312~20230312,2023-03-12,2023-03-12,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,2894594153,60.2,-383887464,-11.7,10484222072,272615,-32725,-10.7,972476,1486,6150,2023-03-12,4,21
일별 박스오피스,20230313~20230313,2023-03-13,2023-03-13,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,681704607,56.5,-2212889546,-76.4,11165926679,64181,-208434,-76.5,1036657,1317,5196,2023-03-13,5,21
일별 박스오피스,20230314~20230314,2023-03-14,2023-03-14,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,654035841,49.6,-27668766,-4.1,11819962520,61602,-2579,-4,1098259,1333,5104,2023-03-14,6,21
일별 박스오피스,20230315~20230315,2023-03-15,2023-03-15,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,832076559,50.6,178040718,27.2,12652039079,82624,21022,34.1,1180883,1234,4502,2023-03-15,7,21
일별 박스오피스,20230316~20230316,2023-03-16,2023-03-16,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,588647822,48.5,-243428737,-29.3,13240686901,57794,-24830,-30.1,1238677,1227,4446,2023-03-16,8,21
일별 박스오피스,20230317~20230317,2023-03-17,2023-03-17,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,1080642652,58.4,491994830,83.6,14321329553,101721,43927,76,1340398,1298,4954,2023-03-17,9,21
일별 박스오피스,20230318~20230318,2023-03-18,2023-03-18,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,3248894355,60.4,2168251703,200.6,17570223908,314437,212716,209.1,1654835,1439,5924,2023-03-18,10,21
일별 박스오피스,20230319~20230319,2023-03-19,2023-03-19,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,3031842207,66.4,-217052148,-6.7,20602066115,296242,-18195,-5.8,1951077,1456,5820,2023-03-19,11,21
일별 박스오피스,20230320~20230320,2023-03-20,2023-03-20,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,643990005,59.2,-2387852202,-78.8,21246056120,62959,-233283,-78.7,2014036,1297,4906,2023-03-20,12,21
일별 박스오피스,20230321~20230321,2023-03-21,2023-03-21,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,586810185,57,-57179820,-8.9,21832866305,57958,-5001,-7.9,2071994,1311,4850,2023-03-21,13,21
일별 박스오피스,20230322~20230322,2023-03-22,2023-03-22,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,710848051,50,124037866,21.1,22543714356,69371,11413,19.7,2141365,1240,4690,2023-03-22,14,21
일별 박스오피스,20230323~20230323,2023-03-23,2023-03-23,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,675176426,52.2,-35671625,-5,23218890782,65989,-3382,-4.9,2207354,1227,4651,2023-03-23,15,21
일별 박스오피스,20230324~20230324,2023-03-24,2023-03-24,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,1124940341,61.3,449763915,66.6,24343831123,104883,38894,58.9,2312237,1315,5190,2023-03-24,16,21
일별 박스오피스,20230325~20230325,2023-03-25,2023-03-25,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,3563098931,65.2,2438158590,216.7,27906930054,343307,238424,227.3,2655544,1559,6486,2023-03-25,17,21
일별 박스오피스,20230326~20230326,2023-03-26,2023-03-26,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,3186514593,69,-376584338,-10.6,31093444647,309264,-34043,-9.9,2964808,1572,6348,2023-03-26,18,21
일별 박스오피스,20230327~20230327,2023-03-27,2023-03-27,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,590871422,58.8,-2595643171,-81.5,31684316069,57384,-251880,-81.4,3022192,1345,5073,2023-03-27,19,21
일별 박스오피스,20230328~20230328,2023-03-28,2023-03-28,1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,536923425,55.4,-53947997,-9.1,32221239494,52308,-5076,-8.8,3074500,1357,5006,2023-03-28,20,21
일별 박스오피스,20230315~20230315,2023-03-15,2023-03-15,3,3,13,OLD,20230081,샤잠! 신들의 분노,2023-03-15,135455796,8.2,115605796,582.4,155305796,13264,12006,954.4,14522,799,2325,2023-03-15,0,10
일별 박스오피스,20230316~20230316,2023-03-16,2023-03-16,4,4,-1,OLD,20230081,샤잠! 신들의 분노,2023-03-15,71610622,5.9,-63845174,-47.1,226916418,6952,-6312,-47.6,21474,734,1848,2023-03-16,1,10
일별 박스오피스,20230317~20230317,2023-03-17,2023-03-17,4,4,0,OLD,20230081,샤잠! 신들의 분노,2023-03-15,86822130,4.7,15211508,21.2,313738548,8013,1061,15.3,29487,718,1865,2023-03-17,2,10
일별 박스오피스,20230318~20230318,2023-03-18,2023-03-18,4,4,0,OLD,20230081,샤잠! 신들의 분노,2023-03-15,206374396,3.8,119552266,137.7,520112944,19181,11168,139.4,48668,716,1962,2023-03-18,3,10
일별 박스오피스,20230319~20230319,2023-03-19,2023-03-19,4,4,0,OLD,20230081,샤잠! 신들의 분노,2023-03-15,153679860,3.4,-52694536,-25.5,673792804,14465,-4716,-24.6,63133,684,1745,2023-03-19,4,10
일별 박스오피스,20230320~20230320,2023-03-20,2023-03-20,5,5,-1,OLD,20230081,샤잠! 신들의 분노,2023-03-15,29633653,2.7,-124046207,-80.7,703426457,2982,-11483,-79.4,66115,543,1063,2023-03-20,5,10
일별 박스오피스,20230321~20230321,2023-03-21,2023-03-21,4,4,1,OLD,20230081,샤잠! 신들의 분노,2023-03-15,27329929,2.7,-2303724,-7.8,730756386,2746,-236,-7.9,68861,530,1010,2023-03-21,6,10
일별 박스오피스,20230322~20230322,2023-03-22,2023-03-22,10,10,-6,OLD,20230081,샤잠! 신들의 분노,2023-03-15,18611990,1.3,-8717939,-31.9,749368376,1812,-934,-34,70673,254,340,2023-03-22,7,10
일별 박스오피스,20230324~20230324,2023-03-24,2023-03-24,9,9,4,OLD,20230081,샤잠! 신들의 분노,2023-03-15,11988185,0.7,3512689,41.4,769832057,1164,310,36.3,72691,250,336,2023-03-24,9,10
일별 박스오피스,20230315~20230315,2023-03-15,2023-03-15,2,2,13,OLD,20197654,소울메이트,2023-03-15,181494964,11,164307975,956,320709953,20239,18831,1337.4,35241,746,2581,2023-03-15,0,21
일별 박스오피스,20230316~20230316,2023-03-16,2023-03-16,2,2,0,OLD,20197654,소울메이트,2023-03-15,100508671,8.3,-80986293,-44.6,421218624,10758,-9481,-46.8,45999,729,2293,2023-03-16,1,21
일별 박스오피스,20230317~20230317,2023-03-17,2023-03-17,3,3,-1,OLD,20197654,소울메이트,2023-03-15,140340544,7.6,39831873,39.6,561559168,14149,3391,31.5,60148,749,2454,2023-03-17,2,21
일별 박스오피스,20230318~20230318,2023-03-18,2023-03-18,3,3,0,OLD,20197654,소울메이트,2023-03-15,322225686,6,181885142,129.6,883784854,32049,17900,126.5,92197,715,2594,2023-03-18,3,21
일별 박스오피스,20230319~20230319,2023-03-19,2023-03-19,3,3,0,OLD,20197654,소울메이트,2023-03-15,273710339,6,-48515347,-15.1,1157495193,26468,-5581,-17.4,118665,710,2453,2023-03-19,4,21
일별 박스오피스,20230320~20230320,2023-03-20,2023-03-20,3,3,0,OLD,20197654,소울메이트,2023-03-15,69258226,6.4,-204452113,-74.7,1226753419,7171,-19297,-72.9,125836,612,1835,2023-03-20,5,21
일별 박스오피스,20230321~20230321,2023-03-21,2023-03-21,3,3,0,OLD,20197654,소울메이트,2023-03-15,71389747,6.9,2131521,3.1,1298143166,7877,706,9.8,133713,619,1752,2023-03-21,6,21
일별 박스오피스,20230322~20230322,2023-03-22,2023-03-22,4,4,-1,OLD,20197654,소울메이트,2023-03-15,74333845,5.2,2944098,4.1,1372477011,8119,242,3.1,141832,509,1107,2023-03-22,7,21
일별 박스오피스,20230323~20230323,2023-03-23,2023-03-23,4,4,0,OLD,20197654,소울메이트,2023-03-15,55619401,4.3,-18714444,-25.2,1428096412,6019,-2100,-25.9,147851,506,1077,2023-03-23,8,21
일별 박스오피스,20230324~20230324,2023-03-24,2023-03-24,4,4,0,OLD,20197654,소울메이트,2023-03-15,70190731,3.8,14571330,26.2,1498287143,6799,780,13,154650,541,1161,2023-03-24,9,21
일별 박스오피스,20230325~20230325,2023-03-25,2023-03-25,4,4,0,OLD,20197654,소울메이트,2023-03-15,168410907,3.1,98220176,139.9,1666698050,16784,9985,146.9,171434,595,1284,2023-03-25,10,21
일별 박스오피스,20230326~20230326,2023-03-26,2023-03-26,4,4,0,OLD,20197654,소울메이트,2023-03-15,162494158,3.5,-5916749,-3.5,1829192208,15936,-848,-5.1,187370,591,1239,2023-03-26,11,21
일별 박스오피스,20230327~20230327,2023-03-27,2023-03-27,5,5,-1,OLD,20197654,소울메이트,2023-03-15,32798469,3.3,-129695689,-79.8,1861990677,3383,-12553,-78.8,190753,469,928,2023-03-27,12,21
일별 박스오피스,20230328~20230328,2023-03-28,2023-03-28,6,6,-1,OLD,20197654,소울메이트,2023-03-15,30217106,3.1,-2581363,-7.9,1892207783,3141,-242,-7.2,193894,478,879,2023-03-28,13,21
일별 박스오피스,20230329~20230329,2023-03-29,2023-03-29,7,7,-1,OLD,20197654,소울메이트,2023-03-15,33203064,2.2,2985958,9.9,1925410847,3972,831,26.5,197866,353,552,2023-03-29,14,21
일별 박스오피스,20230330~20230330,2023-03-30,2023-03-30,8,8,-1,OLD,20197654,소울메이트,2023-03-15,23044199,2.1,-10158865,-30.6,1948455046,2732,-1240,-31.2,200598,305,468,2023-03-30,15,21
일별 박스오피스,20230331~20230331,2023-03-31,2023-03-31,5,5,3,OLD,20197654,소울메이트,2023-03-15,33277388,2.1,10233189,44.4,1981732434,3524,792,29,204122,348,572,2023-03-31,16,21
일별 박스오피스,20230401~20230401,2023-04-01,2023-04-01,5,5,0,OLD,20197654,소울메이트,2023-03-15,96558312,2.2,63280924,190.2,2078290746,9481,5957,169,213603,385,588,2023-04-01,17,21
일별 박스오피스,20230402~20230402,2023-04-02,2023-04-02,5,5,0,OLD,20197654,소울메이트,2023-03-15,67551714,2,-29006598,-30,2145842460,6485,-2996,-31.6,220088,365,548,2023-04-02,18,21
일별 박스오피스,20230403~20230403,2023-04-03,2023-04-03,6,6,-1,OLD,20197654,소울메이트,2023-03-15,19018710,2.4,-48533004,-71.8,2164861170,2282,-4203,-64.8,222370,289,433,2023-04-03,19,21
일별 박스오피스,20230404~20230404,2023-04-04,2023-04-04,6,6,0,OLD,20197654,소울메이트,2023-03-15,16585312,2,-2433398,-12.8,2181446482,1916,-366,-16,224286,287,401,2023-04-04,20,21
일별 박스오피스,20230315~20230315,2023-03-15,2023-03-15,6,6,0,NEW,20230199,플레인,2023-03-15,51098886,3.1,51098886,100,52518886,5733,5733,100,5875,340,668,2023-03-15,0,9
일별 박스오피스,20230316~20230316,2023-03-16,2023-03-16,6,6,0,OLD,20230199,플레인,2023-03-15,42608443,3.5,-8490443,-16.6,95127329,4725,-1008,-17.6,10600,335,622,2023-03-16,1,9
일별 박스오피스,20230317~20230317,2023-03-17,2023-03-17,7,7,-1,OLD,20230199,플레인,2023-03-15,40064771,2.2,-2543672,-6,135192100,4212,-513,-10.9,14812,347,654,2023-03-17,2,9
일별 박스오피스,20230318~20230318,2023-03-18,2023-03-18,10,10,-3,OLD,20230199,플레인,2023-03-15,59488078,1.1,19423307,48.5,194680178,5940,1728,41,20752,358,618,2023-03-18,3,9
일별 박스오피스,20230319~20230319,2023-03-19,2023-03-19,9,9,1,OLD,20230199,플레인,2023-03-15,46731078,1,-12757000,-21.4,241411256,4724,-1216,-20.5,25476,346,579,2023-03-19,4,9
일별 박스오피스,20230320~20230320,2023-03-20,2023-03-20,8,8,1,OLD,20230199,플레인,2023-03-15,18633789,1.7,-28097289,-60.1,260045045,1970,-2754,-58.3,27446,299,485,2023-03-20,5,9
일별 박스오피스,20230321~20230321,2023-03-21,2023-03-21,8,8,0,OLD,20230199,플레인,2023-03-15,17160989,1.7,-1472800,-7.9,277206034,2054,84,4.3,29500,281,452,2023-03-21,6,9
일별 박스오피스,20230322~20230322,2023-03-22,2023-03-22,9,9,-1,OLD,20230199,플레인,2023-03-15,12964493,0.9,-4196496,-24.5,290170527,1846,-208,-10.1,31346,171,214,2023-03-22,7,9
일별 박스오피스,20230323~20230323,2023-03-23,2023-03-23,9,9,0,OLD,20230199,플레인,2023-03-15,13738193,1.1,773700,6,303908720,1700,-146,-7.9,33046,148,193,2023-03-23,8,9
일별 박스오피스,20230318~20230318,2023-03-18,2023-03-18,6,6,0,NEW,20230484,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,104520700,1.9,104520700,100,114628700,11771,11771,100,13215,227,508,2023-03-18,0,16
일별 박스오피스,20230319~20230319,2023-03-19,2023-03-19,6,6,0,OLD,20230484,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,90594500,2,-13926200,-13.3,205223200,9908,-1863,-15.8,23123,234,511,2023-03-19,1,16
일별 박스오피스,20230321~20230321,2023-03-21,2023-03-21,9,9,5,OLD,20230484,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,11472400,1.1,6118400,114.3,222049600,1938,1233,174.9,25766,134,175,2023-03-21,3,16
일별 박스오피스,20230325~20230325,2023-03-25,2023-03-25,8,8,8,OLD,20230484,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,63454300,1.2,58979700,1318.1,297670300,6753,6208,1139.1,34099,220,344,2023-03-25,7,16
일별 박스오피스,20230326~20230326,2023-03-26,2023-03-26,6,6,2,OLD,20230484,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,68158000,1.5,4703700,7.4,365828300,7062,309,4.6,41161,223,356,2023-03-26,8,16
일별 박스오피스,20230401~20230401,2023-04-01,2023-04-01,7,7,5,OLD,20230484,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,46138800,1,41286200,850.8,427165700,5013,4356,663,48173,185,312,2023-04-01,14,16
일별 박스오피스,20230402~20230402,2023-04-02,2023-04-02,6,6,1,OLD,20230484,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,43869500,1.3,-2269300,-4.9,471035200,5038,25,0.5,53211,181,300,2023-04-02,15,16
일별 박스오피스,20230322~20230322,2023-03-22,2023-03-22,5,5,0,NEW,20224780,모나리자와 블러드 문,2023-03-22,47921776,3.4,47921776,100,55172776,5492,5492,100,6081,369,666,2023-03-22,0,5
일별 박스오피스,20230323~20230323,2023-03-23,2023-03-23,6,6,-1,OLD,20224780,모나리자와 블러드 문,2023-03-22,24377475,1.9,-23544301,-49.1,79550251,2914,-2578,-46.9,8995,322,553,2023-03-23,1,5
일별 박스오피스,20230324~20230324,2023-03-24,2023-03-24,8,8,-2,OLD,20224780,모나리자와 블러드 문,2023-03-22,21233692,1.2,-3143783,-12.9,100783943,2191,-723,-24.8,11186,318,519,2023-03-24,2,5
일별 박스오피스,20230326~20230326,2023-03-26,2023-03-26,10,10,1,OLD,20224780,모나리자와 블러드 문,2023-03-22,20861179,0.5,-5260598,-20.1,147766899,2309,-485,-17.4,16289,327,451,2023-03-26,4,5
일별 박스오피스,20230322~20230322,2023-03-22,2023-03-22,2,2,11,OLD,20210544,웅남이,2023-03-22,231325864,16.3,224157864,3127.2,258464864,27676,26652,2602.7,31537,766,2983,2023-03-22,0,21
일별 박스오피스,20230323~20230323,2023-03-23,2023-03-23,2,2,0,OLD,20210544,웅남이,2023-03-22,203486814,15.7,-27839050,-12,461951678,23244,-4432,-16,54781,756,2885,2023-03-23,1,21
일별 박스오피스,20230324~20230324,2023-03-24,2023-03-24,2,2,0,OLD,20210544,웅남이,2023-03-22,232541530,12.7,29054716,14.3,694493208,25123,1879,8.1,79904,771,2978,2023-03-24,2,21
일별 박스오피스,20230325~20230325,2023-03-25,2023-03-25,2,2,0,OLD,20210544,웅남이,2023-03-22,485369406,8.9,252827876,108.7,1179862614,49936,24813,98.8,129840,829,3123,2023-03-25,3,21
일별 박스오피스,20230326~20230326,2023-03-26,2023-03-26,2,2,0,OLD,20210544,웅남이,2023-03-22,416919484,9,-68449922,-14.1,1596782098,42525,-7411,-14.8,172365,819,2953,2023-03-26,4,21
일별 박스오피스,20230327~20230327,2023-03-27,2023-03-27,2,2,0,OLD,20210544,웅남이,2023-03-22,114839127,11.4,-302080357,-72.5,1711621225,12448,-30077,-70.7,184813,707,2424,2023-03-27,5,21
일별 박스오피스,20230328~20230328,2023-03-28,2023-03-28,2,2,0,OLD,20210544,웅남이,2023-03-22,113137670,11.7,-1701457,-1.5,1824758895,13445,997,8,198258,721,2339,2023-03-28,6,21
일별 박스오피스,20230329~20230329,2023-03-29,2023-03-29,4,4,-2,OLD,20210544,웅남이,2023-03-22,102365951,6.7,-10771719,-9.5,1927124846,13307,-138,-1,211565,662,1727,2023-03-29,7,21
일별 박스오피스,20230330~20230330,2023-03-30,2023-03-30,3,3,1,OLD,20210544,웅남이,2023-03-22,80688497,7.3,-21677454,-21.2,2007813343,9454,-3853,-29,221019,609,1630,2023-03-30,8,21
일별 박스오피스,20230331~20230331,2023-03-31,2023-03-31,4,4,-1,OLD,20210544,웅남이,2023-03-22,96145473,6,15456976,19.2,2103958816,10612,1158,12.2,231631,626,1729,2023-03-31,9,21
일별 박스오피스,20230401~20230401,2023-04-01,2023-04-01,4,4,0,OLD,20210544,웅남이,2023-03-22,171607167,3.9,75461694,78.5,2275565983,17674,7062,66.5,249305,648,1753,2023-04-01,10,21
일별 박스오피스,20230402~20230402,2023-04-02,2023-04-02,4,4,0,OLD,20210544,웅남이,2023-03-22,164392800,4.8,-7214367,-4.2,2439958783,16952,-722,-4.1,266257,651,1695,2023-04-02,11,21
일별 박스오피스,20230403~20230403,2023-04-03,2023-04-03,4,4,0,OLD,20210544,웅남이,2023-03-22,54206507,6.8,-110186293,-67,2494165290,5708,-11244,-66.3,271965,538,1275,2023-04-03,12,21
일별 박스오피스,20230404~20230404,2023-04-04,2023-04-04,4,4,0,OLD,20210544,웅남이,2023-03-22,47712386,5.9,-6494121,-12,2541877676,5149,-559,-9.8,277114,542,1295,2023-04-04,13,21
일별 박스오피스,20230405~20230405,2023-04-05,2023-04-05,6,6,-2,OLD,20210544,웅남이,2023-03-22,40194422,3,-7517964,-15.8,2582072098,4422,-727,-14.1,281536,384,707,2023-04-05,14,21
일별 박스오피스,20230406~20230406,2023-04-06,2023-04-06,7,7,-1,OLD,20210544,웅남이,2023-03-22,25526522,2.4,-14667900,-36.5,2607598620,3055,-1367,-30.9,284591,350,573,2023-04-06,15,21
일별 박스오피스,20230407~20230407,2023-04-07,2023-04-07,6,6,1,OLD,20210544,웅남이,2023-03-22,24479097,1.6,-1047425,-4.1,2632077717,2589,-466,-15.3,287180,331,547,2023-04-07,16,21
일별 박스오피스,20230408~20230408,2023-04-08,2023-04-08,7,7,-1,OLD,20210544,웅남이,2023-03-22,49119889,1.2,24640792,100.7,2681197606,5359,2770,107,292539,368,593,2023-04-08,17,21
일별 박스오피스,20230409~20230409,2023-04-09,2023-04-09,7,7,0,OLD,20210544,웅남이,2023-03-22,44281046,1.3,-4838843,-9.9,2725478652,4793,-566,-10.6,297332,363,558,2023-04-09,18,21
일별 박스오피스,20230410~20230410,2023-04-10,2023-04-10,8,8,-1,OLD,20210544,웅남이,2023-03-22,16598000,1.9,-27683046,-62.5,2742076652,1763,-3030,-63.2,299095,280,422,2023-04-10,19,21
일별 박스오피스,20230411~20230411,2023-04-11,2023-04-11,6,6,2,OLD,20210544,웅남이,2023-03-22,20876995,2.7,4278995,25.8,2762953647,2522,759,43.1,301617,314,476,2023-04-11,20,21
일별 박스오피스,20230322~20230322,2023-03-22,2023-03-22,6,6,14,OLD,20230767,파벨만스,2023-03-22,46344516,3.3,40974516,763,97929598,4837,4454,1162.9,9081,411,789,2023-03-22,0,20
일별 박스오피스,20230323~20230323,2023-03-23,2023-03-23,5,5,1,OLD,20230767,파벨만스,2023-03-22,36833451,2.8,-9511065,-20.5,134763049,3795,-1042,-21.5,12876,409,733,2023-03-23,1,20
일별 박스오피스,20230324~20230324,2023-03-24,2023-03-24,5,5,0,OLD,20230767,파벨만스,2023-03-22,45986678,2.5,9153227,24.9,180749727,4498,703,18.5,17374,408,754,2023-03-24,2,20
일별 박스오피스,20230325~20230325,2023-03-25,2023-03-25,5,5,0,OLD,20230767,파벨만스,2023-03-22,103504102,1.9,57517424,125.1,284253829,9689,5191,115.4,27063,450,757,2023-03-25,3,20
일별 박스오피스,20230326~20230326,2023-03-26,2023-03-26,5,5,0,OLD,20230767,파벨만스,2023-03-22,85396864,1.8,-18107238,-17.5,369650693,8282,-1407,-14.5,35345,432,719,2023-03-26,4,20
일별 박스오피스,20230327~20230327,2023-03-27,2023-03-27,4,4,1,OLD,20230767,파벨만스,2023-03-22,33672854,3.3,-51724010,-60.6,403323547,3470,-4812,-58.1,38815,404,658,2023-03-27,5,20
일별 박스오피스,20230328~20230328,2023-03-28,2023-03-28,4,4,0,OLD,20230767,파벨만스,2023-03-22,35795708,3.7,2122854,6.3,439119255,3733,263,7.6,42548,388,639,2023-03-28,6,20
일별 박스오피스,20230329~20230329,2023-03-29,2023-03-29,8,8,-4,OLD,20230767,파벨만스,2023-03-22,26497775,1.7,-9297933,-26,465617030,3362,-371,-9.9,45910,203,281,2023-03-29,7,20
일별 박스오피스,20230330~20230330,2023-03-30,2023-03-30,9,9,-1,OLD,20230767,파벨만스,2023-03-22,16759830,1.5,-9737945,-36.8,482376860,1715,-1647,-49,47625,205,271,2023-03-30,8,20
일별 박스오피스,20230331~20230331,2023-03-31,2023-03-31,7,7,2,OLD,20230767,파벨만스,2023-03-22,27130938,1.7,10371108,61.9,509507798,2638,923,53.8,50263,217,298,2023-03-31,9,20
일별 박스오피스,20230401~20230401,2023-04-01,2023-04-01,9,9,-2,OLD,20230767,파벨만스,2023-03-22,45903950,1,18773012,69.2,555411748,4445,1807,68.5,54708,219,295,2023-04-01,10,20
일별 박스오피스,20230402~20230402,2023-04-02,2023-04-02,8,8,1,OLD,20230767,파벨만스,2023-03-22,37687379,1.1,-8216571,-17.9,593099127,3669,-776,-17.5,58377,221,303,2023-04-02,11,20
일별 박스오피스,20230403~20230403,2023-04-03,2023-04-03,8,8,0,OLD,20230767,파벨만스,2023-03-22,13697145,1.7,-23990234,-63.7,606796272,1409,-2260,-61.6,59786,201,271,2023-04-03,12,20
일별 박스오피스,20230404~20230404,2023-04-04,2023-04-04,8,8,0,OLD,20230767,파벨만스,2023-03-22,13894187,1.7,197042,1.4,620690459,1436,27,1.9,61222,193,259,2023-04-04,13,20
일별 박스오피스,20230405~20230405,2023-04-05,2023-04-05,9,9,-1,OLD,20230767,파벨만스,2023-03-22,10252996,0.8,-3641191,-26.2,630943455,1056,-380,-26.5,62278,122,168,2023-04-05,14,20
일별 박스오피스,20230407~20230407,2023-04-07,2023-04-07,9,9,4,OLD,20230767,파벨만스,2023-03-22,13937482,0.9,4200961,43.1,654617458,1386,379,37.6,64671,118,158,2023-04-07,16,20
일별 박스오피스,20230410~20230410,2023-04-10,2023-04-10,10,10,2,OLD,20230767,파벨만스,2023-03-22,9833454,1.1,-8752382,-47.1,704236972,1042,-793,-43.2,69612,120,153,2023-04-10,19,20
일별 박스오피스,20230325~20230325,2023-03-25,2023-03-25,10,10,7,OLD,20239905,꼬마돼지 베이브의 바다 대모험,2023-03-23,31848242,0.6,27303943,600.8,40953441,3560,3022,561.7,4692,319,373,2023-03-25,2,4
일별 박스오피스,20230326~20230326,2023-03-26,2023-03-26,9,9,1,OLD,20239905,꼬마돼지 베이브의 바다 대모험,2023-03-23,29961878,0.6,-1886364,-5.9,70915319,3409,-151,-4.2,8101,315,368,2023-03-26,3,4
일별 박스오피스,20230329~20230329,2023-03-29,2023-03-29,2,2,0,NEW,20226410,던전 앤 드래곤: 도적들의 명예,2023-03-29,314738212,20.6,314738212,100,340357212,37244,37244,100,38942,1105,3599,2023-03-29,0,21
일별 박스오피스,20230330~20230330,2023-03-30,2023-03-30,2,2,0,OLD,20226410,던전 앤 드래곤: 도적들의 명예,2023-03-29,184517233,16.7,-130220979,-41.4,524874445,18742,-18502,-49.7,57684,1067,3296,2023-03-30,1,21
일별 박스오피스,20230331~20230331,2023-03-31,2023-03-31,2,2,0,OLD,20226410,던전 앤 드래곤: 도적들의 명예,2023-03-29,269380282,16.8,84863049,46,794254727,26076,7334,39.1,83760,1091,3576,2023-03-31,2,21
일별 박스오피스,20230401~20230401,2023-04-01,2023-04-01,2,2,0,OLD,20226410,던전 앤 드래곤: 도적들의 명예,2023-03-29,553017086,12.5,283636804,105.3,1347271813,52533,26457,101.5,136293,1075,3631,2023-04-01,3,21
일별 박스오피스,20230402~20230402,2023-04-02,2023-04-02,2,2,0,OLD,20226410,던전 앤 드래곤: 도적들의 명예,2023-03-29,434447079,12.7,-118570007,-21.4,1781718892,41560,-10973,-20.9,177853,1062,3446,2023-04-02,4,21
일별 박스오피스,20230403~20230403,2023-04-03,2023-04-03,2,2,0,OLD,20226410,던전 앤 드래곤: 도적들의 명예,2023-03-29,118978807,14.8,-315468272,-72.6,1900697699,12089,-29471,-70.9,189942,956,2657,2023-04-03,5,21
